Financial_ID,Project_ID,Fiscal_Year,Fiscal_Month,Budget_INR,Forecast_INR,Actual_Spend_INR,Capital_Expense_INR,Operational_Expense_INR,Planned_Revenue_INR,Actual_Revenue_INR,Variance_INR,Cost_Status,Finance_Manager
FIN0230,PRJ020,2026,Feb,75900000,6863491,5112728,3067636,2045091,8222500,6988905,1750763,Over,P Gupta
FIN0231,PRJ020,2026,Mar,75900000,6793615,5955620,3573372,2382248,8222500,8735199,837995,Over,K Rao
FIN0232,PRJ020,2026,Apr,75900000,5888242,5974424,3584654,2389769,8222500,6447167,-86182,Under,M Patel
FIN0233,PRJ020,2026,May,75900000,6231864,5486324,3291794,2194529,8222500,7444814,745540,On Budget,K Rao
FIN0234,PRJ020,2026,Jun,75900000,6217905,6953008,4171804,2781203,8222500,7565580,-735103,Under,N Kumar
FIN0235,PRJ020,2026,Jul,75900000,6522749,5409773,3245863,2163909,8222500,8527869,1112976,Over,P Gupta
FIN0236,PRJ020,2026,Aug,75900000,6792230,6104165,3662499,2441666,8222500,6519470,688065,Under,R Singh
FIN0237,PRJ020,2026,Sep,75900000,6619226,6785838,4071502,2714335,8222500,9143870,-166612,Under,N Kumar
FIN0238,PRJ020,2026,Oct,75900000,6243572,7101948,4261168,2840779,8222500,9242154,-858376,Over,V Mehta
FIN0239,PRJ020,2026,Nov,75900000,5821171,7416034,4449620,2966413,8222500,8360157,-1594863,On Budget,M Patel
FIN0240,PRJ020,2026,Dec,75900000,5695755,6596488,3957892,2638595,8222500,8848970,-900733,Over,S Verma
FIN0241,PRJ021,2026,Jan,137600000,12540854,12848799,7709279,5139519,14906666,13215733,-307945,Under,A Sharma
FIN0242,PRJ021,2026,Feb,137600000,12408912,10517853,6310711,4207141,14906666,12063297,1891059,Under,S Verma
FIN0243,PRJ021,2026,Mar,137600000,11823194,12188305,7312983,4875322,14906666,16622653,-365111,Under,K Rao
FIN0244,PRJ021,2026,Apr,137600000,12252413,13592409,8155445,5436963,14906666,13575109,-1339996,Over,P Gupta
FIN0245,PRJ021,2026,May,137600000,10453322,12348751,7409250,4939500,14906666,12323266,-1895429,On Budget,A Sharma
FIN0246,PRJ021,2026,Jun,137600000,11941835,10553575,6332145,4221430,14906666,14378476,1388260,Over,M Patel
FIN0247,PRJ021,2026,Jul,137600000,12513039,9673056,5803833,3869222,14906666,11971782,2839983,Under,K Rao
FIN0248,PRJ021,2026,Aug,137600000,12019124,12001539,7200923,4800615,14906666,13663978,17585,On Budget,S Verma
FIN0249,PRJ021,2026,Sep,137600000,10335442,13487278,8092366,5394911,14906666,12426571,-3151836,Over,V Mehta
FIN0250,PRJ021,2026,Oct,137600000,12042083,10304994,6182996,4121997,14906666,15948566,1737089,Over,A Sharma
FIN0251,PRJ021,2026,Nov,137600000,10536763,11717332,7030399,4686932,14906666,17109157,-1180569,On Budget,P Gupta
FIN0252,PRJ021,2026,Dec,137600000,11706309,10879461,6527676,4351784,14906666,16273142,826848,Over,A Sharma
FIN0253,PRJ022,2026,Jan,150700000,11495451,12527480,7516488,5010992,16325833,15056378,-1032029,On Budget,M Patel
FIN0254,PRJ022,2026,Feb,150700000,13097913,12281042,7368625,4912416,16325833,13865503,816871,Over,V Mehta
FIN0255,PRJ022,2026,Mar,150700000,13714615,13088126,7852875,5235250,16325833,17168888,626489,On Budget,R Singh
FIN0256,PRJ022,2026,Apr,150700000,12001051,12750500,7650300,5100200,16325833,16176075,-749449,Under,V Mehta
FIN0257,PRJ022,2026,May,150700000,12739431,14880925,8928555,5952370,16325833,18075092,-2141494,Over,P Gupta
FIN0258,PRJ022,2026,Jun,150700000,12755116,14588017,8752810,5835206,16325833,16580777,-1832901,Over,S Verma
FIN0259,PRJ022,2026,Jul,150700000,11400769,13501934,8101160,5400773,16325833,17930322,-2101165,Under,P Gupta
FIN0260,PRJ022,2026,Aug,150700000,12192838,14069738,8441842,5627895,16325833,17811868,-1876900,Under,M Patel
FIN0261,PRJ022,2026,Sep,150700000,12608743,11518550,6911130,4607420,16325833,18321164,1090193,On Budget,M Patel
FIN0262,PRJ022,2026,Oct,150700000,11791391,13470315,8082189,5388126,16325833,18176770,-1678924,On Budget,R Singh
FIN0263,PRJ022,2026,Nov,150700000,13221383,14521919,8713151,5808767,16325833,16397963,-1300536,Over,N Kumar
FIN0264,PRJ022,2026,Dec,150700000,11794941,12585070,7551042,5034028,16325833,14841827,-790129,Over,M Patel
FIN0265,PRJ023,2026,Jan,158000000,12690785,11997096,7198257,4798838,17116666,17480506,693689,On Budget,P Gupta
FIN0266,PRJ023,2026,Feb,158000000,14399604,14075826,8445495,5630330,17116666,14370838,323778,Under,M Patel
FIN0267,PRJ023,2026,Mar,158000000,14014121,12516272,7509763,5006508,17116666,19146967,1497849,Over,K Rao
FIN0268,PRJ023,2026,Apr,158000000,12922876,13581193,8148715,5432477,17116666,15323483,-658317,Over,M Patel
FIN0269,PRJ023,2026,May,158000000,13456052,11128365,6677019,4451346,17116666,14774138,2327687,Over,N Kumar
FIN0270,PRJ023,2026,Jun,158000000,13201019,10837642,6502585,4335056,17116666,15405583,2363377,On Budget,N Kumar
FIN0271,PRJ023,2026,Jul,158000000,14336322,14976819,8986091,5990727,17116666,13317149,-640497,On Budget,S Verma
FIN0272,PRJ023,2026,Aug,158000000,13918576,12687971,7612782,5075188,17116666,15139337,1230605,On Budget,S Verma
FIN0273,PRJ023,2026,Sep,158000000,12538954,12232997,7339798,4893198,17116666,13396001,305957,Under,R Singh
FIN0274,PRJ023,2026,Oct,158000000,11909901,15340220,9204132,6136088,17116666,15413893,-3430319,Under,M Patel
FIN0275,PRJ023,2026,Nov,158000000,13175384,15141768,9085060,6056707,17116666,18588494,-1966384,On Budget,P Gupta
FIN0276,PRJ023,2026,Dec,158000000,12659502,15049547,9029728,6019818,17116666,18692689,-2390045,On Budget,V Mehta
FIN0277,PRJ024,2026,Jan,15400000,1246386,1150361,690216,460144,1668333,1558409,96025,On Budget,R Singh
FIN0278,PRJ024,2026,Feb,15400000,1156472,1326987,796192,530794,1668333,1734199,-170515,Over,P Gupta
FIN0279,PRJ024,2026,Mar,15400000,1287194,1306296,783777,522518,1668333,1507030,-19102,On Budget,A Sharma
FIN0280,PRJ024,2026,Apr,15400000,1391062,1519634,911780,607853,1668333,1678497,-128572,Over,S Verma
FIN0281,PRJ024,2026,May,15400000,1232653,1043437,626062,417374,1668333,1503259,189216,On Budget,S Verma
FIN0282,PRJ024,2026,Jun,15400000,1393662,1122995,673797,449198,1668333,1892104,270667,Over,A Sharma
FIN0283,PRJ024,2026,Jul,15400000,1161587,1225497,735298,490198,1668333,1789285,-63910,Under,V Mehta
FIN0284,PRJ024,2026,Aug,15400000,1292176,1263739,758243,505495,1668333,1760879,28437,On Budget,P Gupta
FIN0285,PRJ024,2026,Sep,15400000,1312129,1469629,881777,587851,1668333,1519820,-157500,Over,R Singh
FIN0286,PRJ024,2026,Oct,15400000,1260724,1269581,761748,507832,1668333,1430615,-8857,On Budget,S Verma
FIN0287,PRJ024,2026,Nov,15400000,1242452,1318637,791182,527454,1668333,1392569,-76185,Under,A Sharma
FIN0288,PRJ024,2026,Dec,15400000,1251832,1188130,712878,475252,1668333,1360179,63702,On Budget,K Rao
FIN0289,PRJ025,2026,Jan,202300000,15548563,17139397,10283638,6855758,21915833,21170866,-1590834,Over,R Singh
FIN0290,PRJ025,2026,Feb,202300000,18544128,17396845,10438107,6958738,21915833,20983861,1147283,Under,A Sharma
FIN0291,PRJ025,2026,Mar,202300000,15878179,18589637,11153782,7435854,21915833,23161328,-2711458,Over,K Rao
FIN0292,PRJ025,2026,Apr,202300000,17815538,17890312,10734187,7156124,21915833,16914611,-74774,Over,M Patel
FIN0293,PRJ025,2026,May,202300000,16379833,14080736,8448441,5632294,21915833,20369606,2299097,Over,A Sharma
FIN0294,PRJ025,2026,Jun,202300000,15717776,13605621,8163372,5442248,21915833,23004517,2112155,Over,S Verma
FIN0295,PRJ025,2026,Jul,202300000,17175137,18943055,11365833,7577222,21915833,23321305,-1767918,On Budget,P Gupta
FIN0296,PRJ025,2026,Aug,202300000,15742874,20190739,12114443,8076295,21915833,17131995,-4447865,Over,N Kumar
FIN0297,PRJ025,2026,Sep,202300000,15580452,16196571,9717942,6478628,21915833,21198472,-616119,Over,R Singh
FIN0298,PRJ025,2026,Oct,202300000,15621610,15502165,9301299,6200866,21915833,17870939,119445,On Budget,R Singh
FIN0299,PRJ025,2026,Nov,202300000,18335709,19509944,11705966,7803977,21915833,20158193,-1174235,Over,P Gupta
FIN0300,PRJ025,2026,Dec,202300000,16569591,19139897,11483938,7655958,21915833,23024336,-2570306,On Budget,V Mehta
FIN0301,PRJ026,2026,Jan,96300000,7511122,7269454,4361672,2907781,10432500,10060343,241668,Under,K Rao
FIN0302,PRJ026,2026,Feb,96300000,8625767,6469335,3881601,2587734,10432500,10015733,2156432,On Budget,P Gupta
FIN0303,PRJ026,2026,Mar,96300000,8584169,8215833,4929499,3286333,10432500,8048380,368336,Over,V Mehta
FIN0304,PRJ026,2026,Apr,96300000,7917480,8039501,4823700,3215800,10432500,8724105,-122021,Over,K Rao
FIN0305,PRJ026,2026,May,96300000,8348112,8578146,5146887,3431258,10432500,9807293,-230034,Over,S Verma
FIN0306,PRJ026,2026,Jun,96300000,7652449,9430300,5658180,3772120,10432500,9589716,-1777851,On Budget,M Patel
FIN0307,PRJ026,2026,Jul,96300000,8403200,7070358,4242214,2828143,10432500,8035107,1332842,On Budget,A Sharma
FIN0308,PRJ026,2026,Aug,96300000,7757962,9204731,5522838,3681892,10432500,10169363,-1446769,Under,M Patel
FIN0309,PRJ026,2026,Sep,96300000,7978216,8562756,5137653,3425102,10432500,11445886,-584540,Under,K Rao
FIN0310,PRJ026,2026,Oct,96300000,7463441,8862083,5317249,3544833,10432500,11635460,-1398642,Under,A Sharma
FIN0311,PRJ026,2026,Nov,96300000,8538489,8165360,4899216,3266144,10432500,9805818,373129,Over,K Rao
FIN0312,PRJ026,2026,Dec,96300000,7257772,8323473,4994083,3329389,10432500,11733372,-1065701,Under,N Kumar
FIN0313,PRJ027,2026,Jan,175600000,13893117,12523266,7513959,5009306,19023333,21066701,1369851,Under,N Kumar
FIN0314,PRJ027,2026,Feb,175600000,14889902,13980788,8388472,5592315,19023333,15737137,909114,Under,R Singh
FIN0315,PRJ027,2026,Mar,175600000,13619669,12254605,7352763,4901842,19023333,20831682,1365064,Under,N Kumar
FIN0316,PRJ027,2026,Apr,175600000,14068702,13087882,7852729,5235152,19023333,19944929,980820,On Budget,M Patel
FIN0317,PRJ027,2026,May,175600000,13296897,16150862,9690517,6460344,19023333,17985694,-2853965,Under,M Patel
FIN0318,PRJ027,2026,Jun,175600000,13543755,15338920,9203352,6135568,19023333,20694827,-1795165,Under,V Mehta
FIN0319,PRJ027,2026,Jul,175600000,13437986,15258823,9155293,6103529,19023333,15079479,-1820837,Under,K Rao
FIN0320,PRJ027,2026,Aug,175600000,13355907,15333038,9199822,6133215,19023333,20026728,-1977131,Over,P Gupta
FIN0321,PRJ027,2026,Sep,175600000,15492202,14310011,8586006,5724004,19023333,18991260,1182191,Over,S Verma
FIN0322,PRJ027,2026,Oct,175600000,15708150,15033291,9019974,6013316,19023333,20497768,674859,Under,P Gupta
FIN0323,PRJ027,2026,Nov,175600000,14874903,14049163,8429497,5619665,19023333,21627982,825740,On Budget,M Patel
FIN0324,PRJ027,2026,Dec,175600000,14921877,14607021,8764212,5842808,19023333,14830267,314856,Under,V Mehta
FIN0325,PRJ028,2026,Jan,103700000,8475718,8766579,5259947,3506631,11234166,11585267,-290861,Over,N Kumar
FIN0326,PRJ028,2026,Feb,103700000,8535209,7348383,4409029,2939353,11234166,10287861,1186826,Under,A Sharma
FIN0327,PRJ028,2026,Mar,103700000,8921472,9906652,5943991,3962660,11234166,11660072,-985180,On Budget,V Mehta
FIN0328,PRJ028,2026,Apr,103700000,8797615,10263633,6158179,4105453,11234166,11105090,-1466018,Under,S Verma
FIN0329,PRJ028,2026,May,103700000,8790880,10317968,6190780,4127187,11234166,8697979,-1527088,Under,P Gupta
FIN0330,PRJ028,2026,Jun,103700000,9274144,7128037,4276822,2851214,11234166,9663509,2146107,On Budget,N Kumar
FIN0331,PRJ028,2026,Jul,103700000,9491276,6982179,4189307,2792871,11234166,9410944,2509097,On Budget,R Singh
FIN0332,PRJ028,2026,Aug,103700000,8704860,9313652,5588191,3725460,11234166,9829012,-608792,Over,N Kumar
FIN0333,PRJ028,2026,Sep,103700000,9259583,9090311,5454186,3636124,11234166,9117436,169272,Over,V Mehta
FIN0334,PRJ028,2026,Oct,103700000,9216329,7286024,4371614,2914409,11234166,9309630,1930305,Over,K Rao
FIN0335,PRJ028,2026,Nov,103700000,8810613,9139850,5483910,3655940,11234166,11857255,-329237,On Budget,P Gupta
FIN0336,PRJ028,2026,Dec,103700000,8313458,9218416,5531049,3687366,11234166,9413453,-904958,On Budget,V Mehta
FIN0337,PRJ029,2026,Jan,130900000,11960903,10703084,6421850,4281233,14180833,11700663,1257819,On Budget,K Rao
FIN0338,PRJ029,2026,Feb,130900000,10371528,9851025,5910615,3940410,14180833,13825651,520503,Under,V Mehta
FIN0339,PRJ029,2026,Mar,130900000,11808998,10284659,6170795,4113863,14180833,14904442,1524339,Over,M Patel
FIN0340,PRJ029,2026,Apr,130900000,10150577,11880341,7128204,4752136,14180833,14340589,-1729764,On Budget,M Patel
FIN0341,PRJ029,2026,May,130900000,11369944,10320537,6192322,4128214,14180833,13087554,1049407,Over,K Rao
FIN0342,PRJ029,2026,Jun,130900000,9865458,12474470,7484682,4989788,14180833,16267407,-2609012,On Budget,N Kumar
FIN0343,PRJ029,2026,Jul,130900000,11017434,12419145,7451487,4967658,14180833,14622281,-1401711,Over,K Rao
FIN0344,PRJ029,2026,Aug,130900000,10816427,11220206,6732123,4488082,14180833,13173119,-403779,Under,N Kumar
FIN0345,PRJ029,2026,Sep,130900000,10448554,9036349,5421809,3614539,14180833,13104111,1412205,On Budget,K Rao
FIN0346,PRJ029,2026,Oct,130900000,9851754,8764405,5258643,3505762,14180833,13683826,1087349,Under,K Rao
FIN0347,PRJ029,2026,Nov,130900000,10120899,12050008,7230004,4820003,14180833,12481230,-1929109,On Budget,N Kumar
FIN0348,PRJ029,2026,Dec,130900000,11844517,10769780,6461868,4307912,14180833,15275996,1074737,On Budget,A Sharma
FIN0349,PRJ030,2026,Jan,155000000,13512377,14457365,8674419,5782946,16791666,15016994,-944988,On Budget,S Verma
FIN0350,PRJ030,2026,Feb,155000000,13449723,15394330,9236598,6157732,16791666,18193171,-1944607,Under,V Mehta
FIN0351,PRJ030,2026,Mar,155000000,12763357,13459698,8075818,5383879,16791666,18286269,-696341,Over,R Singh
FIN0352,PRJ030,2026,Apr,155000000,13252582,10905909,6543545,4362363,16791666,18131823,2346673,On Budget,S Verma
FIN0353,PRJ030,2026,May,155000000,12119631,11160807,6696484,4464322,16791666,17458971,958824,On Budget,S Verma
FIN0354,PRJ030,2026,Jun,155000000,11951423,14436142,8661685,5774456,16791666,16665826,-2484719,On Budget,A Sharma
FIN0355,PRJ030,2026,Jul,155000000,12456277,15366455,9219873,6146582,16791666,18713741,-2910178,On Budget,K Rao
FIN0356,PRJ030,2026,Aug,155000000,12177674,10933505,6560103,4373402,16791666,16873984,1244169,Over,K Rao
FIN0357,PRJ030,2026,Sep,155000000,12397213,14569223,8741533,5827689,16791666,17358888,-2172010,Over,R Singh
FIN0358,PRJ030,2026,Oct,155000000,12218204,12490803,7494481,4996321,16791666,13871788,-272599,On Budget,M Patel
FIN0359,PRJ030,2026,Nov,155000000,12832754,13137514,7882508,5255005,16791666,15034533,-304760,Under,V Mehta
FIN0360,PRJ030,2026,Dec,155000000,13618534,12501607,7500964,5000642,16791666,15001754,1116927,On Budget,M Patel
FIN0361,PRJ031,2026,Jan,166100000,12737399,14919959,8951975,5967983,17994166,18506269,-2182560,Over,P Gupta
FIN0362,PRJ031,2026,Feb,166100000,13195106,12743520,7646112,5097408,17994166,20151089,451586,On Budget,K Rao
FIN0363,PRJ031,2026,Mar,166100000,14389055,13596496,8157897,5438598,17994166,14382125,792559,Over,V Mehta
FIN0364,PRJ031,2026,Apr,166100000,12909398,13539023,8123413,5415609,17994166,14880675,-629625,Under,S Verma
FIN0365,PRJ031,2026,May,166100000,14776461,16465035,9879021,6586014,17994166,17082632,-1688574,On Budget,A Sharma
FIN0366,PRJ031,2026,Jun,166100000,13192080,12361397,7416838,4944558,17994166,18221294,830683,Under,P Gupta
FIN0367,PRJ031,2026,Jul,166100000,13845019,16091327,9654796,6436530,17994166,17784125,-2246308,Under,K Rao
FIN0368,PRJ031,2026,Aug,166100000,14983886,11562519,6937511,4625007,17994166,15769436,3421367,Over,S Verma
FIN0369,PRJ031,2026,Sep,166100000,14650929,15553952,9332371,6221580,17994166,16482185,-903023,Over,P Gupta
FIN0370,PRJ031,2026,Oct,166100000,13855219,13305350,7983210,5322140,17994166,17252668,549869,Over,P Gupta
FIN0371,PRJ031,2026,Nov,166100000,14526036,13853716,8312229,5541486,17994166,17063126,672320,Over,M Patel
FIN0372,PRJ031,2026,Dec,166100000,13681503,11197843,6718705,4479137,17994166,17595648,2483660,Over,S Verma
FIN0373,PRJ032,2026,Jan,160800000,12256067,12228443,7337065,4891377,17420000,16255677,27624,Under,S Verma
FIN0374,PRJ032,2026,Feb,160800000,12268745,11076653,6645991,4430661,17420000,13490152,1192092,On Budget,V Mehta
FIN0375,PRJ032,2026,Mar,160800000,12324682,14576229,8745737,5830491,17420000,15047117,-2251547,Over,M Patel
FIN0376,PRJ032,2026,Apr,160800000,14314761,11763623,7058173,4705449,17420000,13473606,2551138,On Budget,V Mehta
FIN0377,PRJ032,2026,May,160800000,12956615,14259562,8555737,5703824,17420000,19157053,-1302947,Under,R Singh
FIN0378,PRJ032,2026,Jun,160800000,13930342,10967941,6580764,4387176,17420000,19120251,2962401,Under,P Gupta
FIN0379,PRJ032,2026,Jul,160800000,12074261,14534411,8720646,5813764,17420000,17933590,-2460150,Over,R Singh
FIN0380,PRJ032,2026,Aug,160800000,14111550,14383664,8630198,5753465,17420000,18574838,-272114,Under,N Kumar
FIN0381,PRJ032,2026,Sep,160800000,13335396,11516000,6909600,4606400,17420000,19474844,1819396,On Budget,A Sharma
FIN0382,PRJ032,2026,Oct,160800000,13234269,14794124,8876474,5917649,17420000,14770572,-1559855,On Budget,M Patel
FIN0383,PRJ032,2026,Nov,160800000,12920545,14397211,8638326,5758884,17420000,17090500,-1476666,On Budget,S Verma
FIN0384,PRJ032,2026,Dec,160800000,12290183,12144752,7286851,4857900,17420000,13781696,145431,Over,V Mehta
FIN0385,PRJ033,2026,Jan,162300000,12895477,15423774,9254264,6169509,17582500,18924840,-2528297,Over,A Sharma
FIN0386,PRJ033,2026,Feb,162300000,12872112,15380087,9228052,6152034,17582500,17503645,-2507975,Under,R Singh
FIN0387,PRJ033,2026,Mar,162300000,13825845,12695093,7617055,5078037,17582500,17398345,1130752,On Budget,M Patel
FIN0388,PRJ033,2026,Apr,162300000,13289493,11342930,6805758,4537172,17582500,20100616,1946563,Over,N Kumar
FIN0389,PRJ033,2026,May,162300000,12251797,11786600,7071960,4714640,17582500,16750551,465197,Under,P Gupta
FIN0390,PRJ033,2026,Jun,162300000,13108650,14529646,8717787,5811858,17582500,13525022,-1420996,Over,N Kumar
FIN0391,PRJ033,2026,Jul,162300000,13488724,12353101,7411860,4941240,17582500,20126298,1135623,Over,M Patel
FIN0392,PRJ033,2026,Aug,162300000,12479664,15151581,9090948,6060632,17582500,15557693,-2671917,Over,M Patel
FIN0393,PRJ033,2026,Sep,162300000,14566002,15363821,9218292,6145528,17582500,19638883,-797819,Under,A Sharma
FIN0394,PRJ033,2026,Oct,162300000,13113117,14777002,8866201,5910800,17582500,19889892,-1663885,On Budget,M Patel
FIN0395,PRJ033,2026,Nov,162300000,12894917,13026787,7816072,5210714,17582500,14781141,-131870,Under,S Verma
FIN0396,PRJ033,2026,Dec,162300000,14625993,11463237,6877942,4585294,17582500,18280347,3162756,On Budget,S Verma
FIN0397,PRJ034,2026,Jan,202100000,18396161,16982305,10189383,6792922,21894166,25231430,1413856,Under,S Verma
FIN0398,PRJ034,2026,Feb,202100000,17731999,14382888,8629732,5753155,21894166,17451519,3349111,On Budget,A Sharma
FIN0399,PRJ034,2026,Mar,202100000,18416116,14997416,8998449,5998966,21894166,22943682,3418700,Under,P Gupta
FIN0400,PRJ034,2026,Apr,202100000,16453356,18754134,11252480,7501653,21894166,22713824,-2300778,Over,P Gupta
FIN0401,PRJ034,2026,May,202100000,15800674,13924257,8354554,5569702,21894166,20268575,1876417,On Budget,K Rao
FIN0402,PRJ034,2026,Jun,202100000,18153779,16227680,9736608,6491072,21894166,18479142,1926099,On Budget,V Mehta
FIN0403,PRJ034,2026,Jul,202100000,17003752,14711693,8827015,5884677,21894166,18013064,2292059,On Budget,V Mehta
FIN0404,PRJ034,2026,Aug,202100000,16973008,14106648,8463988,5642659,21894166,18952665,2866360,Over,M Patel
FIN0405,PRJ034,2026,Sep,202100000,18138698,17895918,10737550,7158367,21894166,19827643,242780,Over,V Mehta
FIN0406,PRJ034,2026,Oct,202100000,16550963,18019756,10811853,7207902,21894166,18818472,-1468793,Over,V Mehta
FIN0407,PRJ034,2026,Nov,202100000,16297171,19660039,11796023,7864015,21894166,25044696,-3362868,On Budget,M Patel
FIN0408,PRJ034,2026,Dec,202100000,15214679,15889788,9533872,6355915,21894166,25190452,-675109,Under,V Mehta
FIN0409,PRJ035,2026,Jan,180200000,15418658,14772222,8863333,5908888,19521666,20840139,646436,Over,R Singh
FIN0410,PRJ035,2026,Feb,180200000,13536363,15645731,9387438,6258292,19521666,21541274,-2109368,On Budget,R Singh
FIN0411,PRJ035,2026,Mar,180200000,15417322,12419592,7451755,4967836,19521666,16181956,2997730,Over,R Singh
FIN0412,PRJ035,2026,Apr,180200000,16202059,12949057,7769434,5179622,19521666,15028894,3253002,Over,K Rao
FIN0413,PRJ035,2026,May,180200000,16095380,12039141,7223484,4815656,19521666,16164576,4056239,Under,R Singh
FIN0414,PRJ035,2026,Jun,180200000,15054299,17133715,10280229,6853486,19521666,17081171,-2079416,Under,R Singh
FIN0415,PRJ035,2026,Jul,180200000,15714109,13813090,8287854,5525236,19521666,20417487,1901019,Over,A Sharma
FIN0416,PRJ035,2026,Aug,180200000,15649950,14176187,8505712,5670474,19521666,17203530,1473763,On Budget,V Mehta
FIN0417,PRJ035,2026,Sep,180200000,15131188,16633422,9980053,6653368,19521666,15213744,-1502234,Over,A Sharma
FIN0418,PRJ035,2026,Oct,180200000,14146756,15599183,9359509,6239673,19521666,18631293,-1452427,Under,A Sharma
FIN0419,PRJ035,2026,Nov,180200000,14000876,12468221,7480932,4987288,19521666,16816347,1532655,Under,P Gupta
FIN0420,PRJ035,2026,Dec,180200000,14242290,17500408,10500244,7000163,19521666,15854418,-3258118,On Budget,K Rao
FIN0421,PRJ036,2026,Jan,244900000,20728616,17717295,10630377,7086918,26530833,26970181,3011321,Over,A Sharma
FIN0422,PRJ036,2026,Feb,244900000,22381089,24006285,14403771,9602514,26530833,28917090,-1625196,Under,A Sharma
FIN0423,PRJ036,2026,Mar,244900000,18443827,17241416,10344849,6896566,26530833,20903405,1202411,Over,A Sharma
FIN0424,PRJ036,2026,Apr,244900000,21192869,17187098,10312258,6874839,26530833,22553697,4005771,On Budget,S Verma
FIN0425,PRJ036,2026,May,244900000,20589171,19308999,11585399,7723599,26530833,21454822,1280172,Under,N Kumar
FIN0426,PRJ036,2026,Jun,244900000,18560882,21941462,13164877,8776584,26530833,24045654,-3380580,Over,M Patel
FIN0427,PRJ036,2026,Jul,244900000,21238286,19659985,11795991,7863994,26530833,27757884,1578301,Over,M Patel
FIN0428,PRJ036,2026,Aug,244900000,20533359,17534217,10520530,7013686,26530833,28965452,2999142,Over,P Gupta
FIN0429,PRJ036,2026,Sep,244900000,20159123,19054837,11432902,7621934,26530833,27305531,1104286,Under,N Kumar
FIN0430,PRJ036,2026,Oct,244900000,18597129,18973549,11384129,7589419,26530833,21349373,-376420,On Budget,N Kumar
FIN0431,PRJ036,2026,Nov,244900000,19619251,20373933,12224359,8149573,26530833,20886215,-754682,On Budget,R Singh
FIN0432,PRJ036,2026,Dec,244900000,20534449,22827868,13696720,9131147,26530833,23443999,-2293419,Under,M Patel
FIN0433,PRJ037,2026,Jan,98500000,8766072,8151124,4890674,3260449,10670833,10317599,614948,Under,K Rao
FIN0434,PRJ037,2026,Feb,98500000,8010196,7776782,4666069,3110712,10670833,11834372,233414,Over,S Verma
FIN0435,PRJ037,2026,Mar,98500000,8312198,7193353,4316011,2877341,10670833,12084000,1118845,Under,M Patel
FIN0436,PRJ037,2026,Apr,98500000,8143904,9688429,5813057,3875371,10670833,8741707,-1544525,Under,A Sharma
FIN0437,PRJ037,2026,May,98500000,8112428,8339493,5003695,3335797,10670833,9105123,-227065,Under,A Sharma
FIN0438,PRJ037,2026,Jun,98500000,8341164,7055601,4233360,2822240,10670833,9407309,1285563,Over,M Patel
FIN0439,PRJ037,2026,Jul,98500000,8864378,9390428,5634256,3756171,10670833,11405274,-526050,On Budget,A Sharma
FIN0440,PRJ037,2026,Aug,98500000,7616901,9344307,5606584,3737722,10670833,10668481,-1727406,On Budget,M Patel
FIN0441,PRJ037,2026,Sep,98500000,8580396,8563792,5138275,3425516,10670833,9054376,16604,Over,N Kumar
FIN0442,PRJ037,2026,Oct,98500000,7898196,9845834,5907500,3938333,10670833,8820298,-1947638,Over,P Gupta
FIN0443,PRJ037,2026,Nov,98500000,7872705,8025921,4815552,3210368,10670833,8614103,-153216,Over,P Gupta
FIN0444,PRJ037,2026,Dec,98500000,7509113,9690642,5814385,3876256,10670833,8865035,-2181529,Under,A Sharma
FIN0445,PRJ038,2026,Jan,143700000,12327828,12114515,7268709,4845806,15567500,13732056,213313,Over,M Patel
FIN0446,PRJ038,2026,Feb,143700000,11392250,10020496,6012297,4008198,15567500,13441707,1371754,Over,S Verma
FIN0447,PRJ038,2026,Mar,143700000,12278609,11793360,7076016,4717344,15567500,15360095,485249,Under,P Gupta
FIN0448,PRJ038,2026,Apr,143700000,11715652,13430458,8058274,5372183,15567500,13673505,-1714806,Under,A Sharma
FIN0449,PRJ038,2026,May,143700000,10822821,10864823,6518893,4345929,15567500,17536209,-42002,On Budget,M Patel
FIN0450,PRJ038,2026,Jun,143700000,11108704,11420575,6852345,4568230,15567500,13014444,-311871,Over,M Patel
FIN0451,PRJ038,2026,Jul,143700000,11907136,11251009,6750605,4500403,15567500,15816743,656127,On Budget,K Rao
FIN0452,PRJ038,2026,Aug,143700000,12028732,12772283,7663369,5108913,15567500,16226425,-743551,Over,A Sharma
FIN0453,PRJ038,2026,Sep,143700000,12996060,14124026,8474415,5649610,15567500,14399702,-1127966,On Budget,M Patel
FIN0454,PRJ038,2026,Oct,143700000,10931508,11963495,7178097,4785398,15567500,12461640,-1031987,Under,R Singh
FIN0455,PRJ038,2026,Nov,143700000,11358609,13394756,8036853,5357902,15567500,15957594,-2036147,On Budget,A Sharma
FIN0456,PRJ038,2026,Dec,143700000,12240733,12037275,7222365,4814910,15567500,17753980,203458,On Budget,P Gupta
FIN0457,PRJ039,2026,Jan,210000000,17497729,15490299,9294179,6196119,22750000,18339216,2007430,Under,V Mehta
FIN0458,PRJ039,2026,Feb,210000000,16593763,18763400,11258040,7505360,22750000,25353586,-2169637,On Budget,K Rao
FIN0459,PRJ039,2026,Mar,210000000,18507861,19588868,11753320,7835547,22750000,23711525,-1081007,On Budget,A Sharma
FIN0460,PRJ039,2026,Apr,210000000,18507587,18549645,11129787,7419858,22750000,20877791,-42058,Over,S Verma
